,Submission,Title,Cited
1930,912,Gradient Norm Aware Minimization Seeks First-Order Flatness and Improves Generalization,3
1242,2151,Unified Pose Sequence Modeling,3
1419,2943,Align and Attend: Multimodal Summarization with Dual Contrastive Losses,3
2089,8490,PMatch: Paired Masked Image Modeling for Dense Geometric Matching,3
1038,1070,Diversity-Aware Meta Visual Prompting,3
1181,3281,NeRFLix: High-Quality Neural View Synthesis by Learning a Degradation-Driven Inter-viewpoint MiXer,3
223,1154,TimeBalance: Temporally-Invariant and Temporally-Distinctive Video Representations for Semi-Supervised Action Recognition,3
2019,4299,Im2Hands: Learning Attentive Implicit Representation of Interacting Two-Hand Shapes,3
672,4500,Learning to Detect and Segment for Open Vocabulary Object Detection,3
924,6993,GazeNeRF: 3D-Aware Gaze Redirection with Neural Radiance Fields,3
466,538,EFEM: Equivariant Neural Field Expectation Maximization for 3D Object Segmentation Without Scene Supervision,3
839,1735,Learning Analytical Posterior Probability for Human Mesh Recovery,3
2063,4255,OrienterNet: Visual Localization in 2D Public Maps with Neural Matching,3
729,9117,Guiding Pseudo-labels with Uncertainty Estimation for Source-free Unsupervised Domain Adaptation,3
152,2339,POTTER: Pooling Attention Transformer for Efficient Human Mesh Recovery,3
733,1724,Meta-causal Learning for Single Domain Generalization,3
1730,1585,DNF: Decouple and Feedback Network for Seeing in the Dark,3
147,3247,Learning Spatial-Temporal Implicit Neural Representations for Event-Guided Video Super-Resolution,3
965,4079,Learning Generative Structure Prior for Blind Text Image Super-resolution,3
1865,2534,Balancing Logit Variation for Long-tailed Semantic Segmentation,3
981,11587,HNeRV: A Hybrid Neural Representation for Videos,3
1856,4937,DejaVu: Conditional Regenerative Learning to Enhance Dense Prediction,3
2058,5527,AeDet: Azimuth-invariant Multi-view 3D Object Detection,3
58,3638,Human-Art: A Versatile Human-Centric Dataset Bridging Natural and Artificial Scenes,3
2,320,DBARF: Deep Bundle-Adjusting Generalizable Neural Radiance Fields,3
492,10726,HypLiLoc: Towards Effective LiDAR Pose Regression with Hyperbolic Fusion,3
1718,299,MoLo: Motion-augmented Long-short Contrastive Learning for Few-shot Action Recognition,3
745,2335,Coaching a Teachable Student,3
1957,2877,Proximal Splitting Adversarial Attack for Semantic Segmentation,3
1606,5167,High-Res Facial Appearance Capture from Polarized Smartphone Images,3
2302,2289,ALOFT: A Lightweight MLP-like Architecture with Dynamic Low-frequency Transform for Domain Generalization,3
1498,7180,Block Selection Method for Using Feature Norm in Out-of-Distribution Detection,3
5,1034,SeaThru-NeRF: Neural Radiance Fields in Scattering Media,3
1960,12157,Generalist: Decoupling Natural and Robust Generalization,3
1008,11582,Chat2Map: Efficient Scene Mapping from Multi-Ego Conversations,3
1687,8383,Meta Architecture for Point Cloud Analysis,3
1456,305,Visual Recognition by Request,3
516,5298,Adaptive Assignment for Geometry Aware Local Feature Matching,3
1540,11243,Shortcomings of Top-Down Randomization-Based Sanity Checks for Evaluations of Deep Neural Network Explanations,3
2074,780,Learning Weather-General and Weather-Specific Features for Image Restoration Under Multiple Adverse Weather Conditions,3
120,11825,Recognizing Rigid Patterns of Unlabeled Point Clouds by Complete and Continuous Isometry Invariants with no False Negatives and no False Positives,3
1751,8015,LayoutDM: Transformer-based Diffusion Model for Layout Generation,3
178,2886,MaskSketch: Unpaired Structure-guided Masked Image Generation,3
872,3787,Zero-Shot Dual-Lens Super-Resolution,3
158,455,CutMIB: Boosting Light Field Super-Resolution via Multi-View Image Blending,3
2072,7326,Semi-Weakly Supervised Object Kinematic Motion Prediction,3
2170,8843,Shape-Erased Feature Learning for Visible-Infrared Person Re-Identification,3
1745,4451,LEMaRT: Label-Efficient Masked Region Transform for Image Harmonization,3
962,6522,Delving StyleGAN Inversion for Image Editing: A Foundation Latent Space Viewpoint,3
165,3145,MD-VQA: Multi-Dimensional Quality Assessment for UGC Live Videos,3
1001,9632,MobileVOS: Real-Time Video Object Segmentation Contrastive Learning meets Knowledge Distillation,3
1211,10421,ShapeTalk: A Language Dataset and Framework for 3D Shape Edits and Deformations,3
1611,5636,Learning Personalized High Quality Volumetric Head Avatars from Monocular RGB Videos,3
648,5135,Affordance Grounding from Demonstration Video to Target Image,3
2350,754,Sibling-Attack: Rethinking Transferable Adversarial Attacks against Face Recognition,3
1412,723,Text-Visual Prompting for Efficient 2D Temporal Video Grounding,3
1307,9649,DistractFlow: Improving Optical Flow Estimation via Realistic Distractions and Pseudo-Labeling,3
580,1750,Collaborative Diffusion for Multi-Modal Face Generation and Editing,3
844,6512,NeuralDome: A Neural Modeling Pipeline on Multi-View Human-Object Interactions,3
425,9977,Generating Part-Aware Editable 3D Shapes without 3D Supervision,3
1318,2478,Simple Cues Lead to a Strong Multi-Object Tracker,3
1974,5416,SteerNeRF: Accelerating NeRF Rendering via Smooth Viewpoint Trajectory,3
1973,3239,PaletteNeRF: Palette-based Appearance Editing of Neural Radiance Fields,3
1331,12522,FeatER: An Efficient Network for Human Reconstruction via Feature Map-Based TransformER,3
2027,2377,PSVT: End-to-End Multi-person 3D Pose and Shape Estimation with Progressive Video Transformers,3
1890,9473,Interventional Bag Multi-Instance Learning On Whole-Slide Pathological Images,3
2213,560,MetaCLUE: Towards Comprehensive Visual Metaphors Research,3
1337,3259,Rawgment: Noise-Accounted RAW Augmentation Enables Recognition in a Wide Variety of Environments,3
340,10567,A Probabilistic Framework for Lifelong Test-Time Adaptation,3
594,9145,Learning Partial Correlation based Deep Visual Representation for Image Classification,3
1630,737,Putting People in Their Place: Affordance-Aware Human Insertion into Scenes,3
1970,9218,MixNeRF: Modeling a Ray with Mixture Density for Novel View Synthesis from Sparse Inputs,3
1798,7319,HaLP: Hallucinating Latent Positives for Skeleton-based Self-Supervised Learning of Actions,3
1922,2050,Regularizing Second-Order Influences for Continual Learning,3
1109,366,Mind the Label Shift of Augmentation-based Graph OOD Generalization,3
847,8226,BITE: Beyond Priors for Improved Three-D Dog Pose Estimation,3
365,1697,Q-DETR: An Efficient Low-Bit Quantized Detection Transformer,3
1982,6662,Nighttime smartphone reflective flare removal using optical center symmetry prior,3
1351,7529,Neural Fourier Filter Bank,3
2345,6281,StyleAdv: Meta Style Adversarial Training for Cross-Domain Few-Shot Learning,3
405,2925,Representing Volumetric Videos as Dynamic MLP Maps,3
404,2402,Ref-NPR: Reference-Based Non-Photorealistic Radiance Fields for Controllable Scene Stylization,3
1155,2390,GLeaD: Improving GANs with A Generator-Leading Task,3
2190,7673,Unified Keypoint-based Action Recognition Framework via Structured Keypoint Pooling,3
2191,2208,Object Discovery from Motion-Guided Tokens,3
2130,1223,RGB no more: Minimally-decoded JPEG Vision Transformers,3
1160,9568,Diversity-Measurable Anomaly Detection,3
561,3818,Efficient Frequency Domain-based Transformers for High-Quality Image Deblurring,3
1819,9232,Token Turing Machines,3
392,6628,Towards Effective Adversarial Textured 3D Meshes on Physical Face Recognition,3
1143,9021,Transformer-Based Learned Optimization,3
1886,3018,Pseudo-label Guided Contrastive Learning for Semi-supervised Medical Image Segmentation,3
2198,2714,Towards Generalisable Video Moment Retrieval: Visual-Dynamic Injection to Image-Text Pre-Training,3
2030,476,TTA-COPE: Test-Time Adaptation for Category-Level Object Pose Estimation,3
1297,722,SHS-Net: Learning Signed Hyper Surfaces for Oriented Normal Estimation of Point Clouds,3
1161,9105,Cloud-Device Collaborative Adaptation to Continual Changing Environments in the Real-world,3
2004,5112,Zero-Shot Text-to-Parameter Translation for Game Character Auto-Creation,3
372,7103,DeSTSeg: Segmentation Guided Denoising Student-Teacher for Anomaly Detection,3
1267,935,OSRT: Omnidirectional Image Super-Resolution with Distortion-aware Transformer,3
1350,1536,PyramidFlow: High-Resolution Defect Contrastive Localization using Pyramid Normalizing Flow,3
1344,2677,Human Guided Ground-truth Generation for Realistic Image Super-resolution,3
947,4801,Spatially Adaptive Self-Supervised Learning for Real-World Image Denoising,3
23,2230,NeAT: Learning Neural Implicit Surfaces with Arbitrary Topologies from Multi-view Images,3
1197,1200,Humans as Light Bulbs: 3D Human Reconstruction from Thermal Reflection,3
626,1726,VoP: Text-Video Co-operative Prompt Tuning for Cross-Modal Retrieval,3
289,9679,Transformer Scale Gate for Semantic Segmentation,3
1570,5187,Improving Robust Generalization by Direct PAC-Bayesian Bound Minimization,3
1779,9206,Focused and Collaborative Feedback Integration for Interactive Image Segmentation,3
284,4096,Delving into Shape-aware Zero-shot Semantic Segmentation,3
1566,11219,Transferable Adversarial Attacks on Vision Transformers with Token Gradient Regularization,3
1077,3794,Focus On Details: Online Multi-object Tracking with Diverse Fine-grained Representation,3
282,3339,PartManip: Learning Cross-Category Generalizable Part Manipulation Policy from Point Cloud Observations,3
812,7140,NeuralField-LDM: Scene Generation with Hierarchical Latent Diffusion Models,3
2240,11304,Data-efficient Large Scale Place Recognition with Graded Similarity Supervision,3
1776,3541,Integrally Pre-Trained Transformer Pyramid Networks,3
1555,5966,Fair Federated Medical Image Segmentation via Client Contribution Estimation,3
1397,2981,Referring Multi-Object Tracking,3
2097,8400,ProphNet: Efficient Agent-Centric Motion Forecasting with Anchor-Informed Proposals,3
536,5305,UDE: A Unified Driving Engine for Human Motion Generation,3
2256,6260,On Calibrating Semantic Segmentation Models: Analyses and An Algorithm,3
2257,3555,FastInst: A Simple Query-Based Model for Real-Time Instance Segmentation,3
1061,2693,End-to-End 3D Dense Captioning with Vote2Cap-DETR,3
899,3221,Masked Scene Contrast: A Scalable Framework for Unsupervised 3D Representation Learning,3
297,9104,Extracting Class Activation Maps from Non-Discriminative Features as well,3
430,6788,High-fidelity 3D Face Generation from Natural Language Descriptions,3
307,7649,Consistent-Teacher: Towards Reducing Inconsistent Pseudo-targets in Semi-supervised Object Detection,3
1782,426,Panoptic Video Scene Graph Generation,3
330,7803,PromptCAL: Contrastive Affinity Learning via Auxiliary Prompts for Generalized Novel Category Discovery,3
1792,5013,Watch or Listen: Robust Audio-Visual Speech Recognition with Visual Corruption Modeling and Reliability Scoring,3
1789,2106,Efficient Movie Scene Detection using State-Space Transformers,3
2114,5337,Exploring Motion Ambiguity and Alignment for High-Quality Video Frame Interpolation,3
1097,1119,Zero-shot Generative Model Adaptation via Image-specific Prompt Learning,3
611,9972,Novel-view Acoustic Synthesis,3
1905,2173,FREDOM: Fairness Domain Adaptation Approach to Semantic Scene Understanding,3
613,6866,Sound to Visual Scene Generation by Audio-to-Visual Latent Alignment,3
1361,9895,Freestyle Layout-to-Image Synthesis,3
55,3664,CAMS: CAnonicalized Manipulation Spaces for Category-Level Functional Hand-Object Manipulation Synthesis,3
1362,2277,Specialist Diffusion: Plug-and-Play Sample-Efficient Fine-Tuning of Text-to-Image Diffusion Models to Learn Any Unseen Style,3
2323,1771,Deep Graph Reprogramming,3
1176,11624,Seasoning Model Soups for Robustness to Adversarial and Natural Distribution Shifts,3
617,8710,Prompt-Guided Zero-Shot Anomaly Action Recognition using Pretrained Deep Skeleton Features,3
936,786,AMT: All-Pairs Multi-Field Transforms for Efficient Frame Interpolation,2
921,11647,MotionDiffuser: Controllable Multi-Agent Motion Prediction using Diffusion,2
1976,1828,Occlusion-Free Scene Recovery via Neural Radiance Fields,2
869,6138,Renderable Neural Radiance Map for Visual Navigation,2
891,1238,MoDAR: Using Motion Forecasting for 3D Object Detection in Point Cloud Sequences,2
959,2077,VILA: Learning Image Aesthetics from User Comments with Vision-Language Pretraining,2
1984,2145,The Differentiable Lens: Compound Lens Search over Glass Surfaces and Materials for Object Detection,2
945,3404,Low-Light Image Enhancement via Structure Modeling and Guidance,2
894,777,Less is More: Reducing Task and Model Complexity for 3D Point Cloud Semantic Segmentation,2
1986,330,Looking Through the Glass: Neural Surface Reconstruction Against High Specular Reflections,2
955,394,CUF: Continuous Upsampling Filters,2
1965,8303,TruFor: Leveraging all-round clues for trustworthy image forgery detection and localization,2
930,10902,DF-Platter: Multi-Face Heterogeneous Deepfake Dataset,2
889,8635,DeepMapping2: Self-supervised Large-scale LiDAR Map Optimization,2
1997,1321,Self-Supervised Geometry-Aware Encoder for Style-Based 3D GAN Inversion,2
926,3897,Autoregressive Visual Tracking,2
897,10793,Novel Class Discovery for 3D Point Cloud Semantic Segmentation,2
1179,4766,MaLP: Manipulation Localization Using a Proactive Scheme,2
983,10928,SMPConv: Self-moving Point Representations for Continuous Convolution,2
1500,7243,Siamese DETR,2
1488,7154,Bi3D: Bi-domain Active Learning for Cross-domain 3D Object Detection,2
1481,6230,Mapping Degeneration Meets Label Evolution: Learning Infrared Small Target Detection with Single Point Supervision,2
1480,5392,Knowledge Combination to Learn Rotated Detection Without Rotated Annotation,2
1476,7182,STAR Loss: Reducing Semantic Ambiguity in Facial Landmark Detection,2
1747,8461,ObjectStitch: Object Compositing with Diffusion Model,2
1467,3381,SegLoc: Learning Segmentation-based Representations for Privacy-Preserving Visual Localization,2
1458,1853,Self-supervised Implicit Glyph Attention for Text Recognition,2
1762,3428,Regularized Vector Quantization for Tokenized Image Synthesis,2
1428,2115,Super-CLEVR: A Virtual Benchmark to Diagnose Domain Robustness in Visual Reasoning,2
1426,3139,Multimodal Prompting with Missing Modalities for Visual Recognition,2
1422,4355,SkyEye: Self-Supervised Bird's-Eye-View Semantic Mapping Using Monocular Frontal View Images,2
1421,5271,Natural Language-Assisted Sign Language Recognition,2
1415,3487,Learning Procedure-aware Video Representation from Instructional Videos and Their Narrations,2
1414,1044,"CNVid-3.5M: Build, Filter, and Pre-train the Large-scale Public Chinese Video-text Dataset",2
1768,7656,CompletionFormer: Depth Completion with Convolutions and Vision Transformers,2
1402,868,Learning to Dub Movies via Hierarchical Prosody Models,2
1773,1946,Visual Atoms: Pre-training Vision Transformers with Sinusoidal Waves,2
1387,7203,Visual Dependency Transformers: Dependency Tree Emerges from Reversed Attention,2
1777,10469,PartMix: Regularization Strategy to Learn Part Discovery for Visible-Infrared Person Re-identification,2
1781,4074,Devil's on the Edges: Selective Quad Attention for Scene Graph Generation,2
1373,610,NIRVANA: Neural Implicit Representations of Videos with Adaptive Networks and Autoregressive Patch-wise Modeling,2
1785,2668,Unified Mask Embedding and Correspondence Learning for Self-Supervised Video Segmentation,2
1366,6202,Dimensionality-Varying Diffusion Process,2
1489,1581,Boosting Detection in Crowd Analysis via Underutilized Output Features,2
1723,3522,TransFlow: Transformer as Flow Learner,2
1316,3225,Indiscernible Object Counting in Underwater Scenes,2
1721,1865,Event-Based Frame Interpolation with Ad-hoc Deblurring,2
1671,418,Pix2map: Cross-modal Retrieval for Inferring Street Maps From Images,2
1629,702,In-Hand 3D Object Scanning from an RGB Sequence,2
1625,2754,Learning Human Mesh Recovery in 3D Scenes,2
1613,1050,X-Avatar: Expressive Human Avatars,2
1612,3666,OTAvatar: One-shot Talking Face Avatar with Controllable Tri-plane Rendering,2
1604,5700,SECAD-Net: Self-Supervised CAD Reconstruction by Learning Sketch-Extrude Operations,2
1603,3633,TAPS3D: Text-Guided 3D Textured Shape Generation from Pseudo Supervision,2
1602,6034,High Fidelity 3D Hand Shape Reconstruction via Scalable Graph Frequency Decomposition,2
1599,1845,Patch-based 3D Natural Scene Generation from a Single Example,2
1596,3475,Neural Vector Fields: Implicit Representation by Explicit Learning,2
1593,10621,Multi-View Reconstruction using Signed Ray Distance Functions (SRDF),2
1692,4298,Self-Supervised Learning for Multimodal Non-Rigid 3D Shape Matching,2
1583,361,Balanced Spherical Grid for Egocentric View Synthesis,2
1580,1670,ABLE-NeRF: Attention-Based Rendering with Learnable Embeddings for Neural Radiance Field,2
1575,7433,ContraNeRF: Generalizable Neural Radiance Fields for Synthetic-to-real Novel View Synthesis via Contrastive Learning,2
1569,6754,Randomized Adversarial Training via Taylor Expansion,2
1699,6003,On the Convergence of IRLS and Its Variants in Outlier-Robust Estimation,2
1558,9838,Alias-Free Convnets: Fractional Shift Invariance via Polynomial Activations,2
1544,968,Learning with Noisy labels via Self-supervised Adversarial Noisy Masking,2
1709,6821,Camouflaged Instance Segmentation via Explicit De-camouflaging,2
1531,10345,DART: Diversify-Aggregate-Repeat Training Improves Generalization of Neural Networks,2
1713,1362,Rethinking the Learning Paradigm for Dynamic Facial Expression Recognition,2
1526,4881,Generic-to-Specific Distillation of Masked Autoencoders,2
1332,220,MetaFusion: Infrared and Visible Image Fusion via Meta-Feature Embedding from Object Detection,2
1814,5277,CiCo: Domain-Aware Sign Language Retrieval via Cross-Lingual Contrastive Learning,2
1951,1025,Adversarially Masking Synthetic to Mimic Real: Adaptive Noise Injection for Point Cloud Segmentation Adaptation,2
1167,6862,Backdoor Cleansing with Unlabeled Data,2
1888,3860,KiUT: Knowledge-injected U-Transformer for Radiology Report Generation,2
1131,1806,Multi-Mode Online Knowledge Distillation for Self-Supervised Visual Representation Learning,2
1130,10600,Few-Shot Class-Incremental Learning via Class-Aware Bilateral Distillation,2
1125,7867,Back to the Source: Diffusion-Driven Adaptation to Test-Time Corruption,2
1892,5677,LINe: Out-of-Distribution Detection by Leveraging Important Neurons,2
1112,12832,Fine-Grained Classification with Noisy Labels,2
1110,3083,Zero-shot Model Diagnosis,2
1108,5318,RONO: Robust Discriminative Learning with Noisy Labels for 2D-3D Cross-Modal Retrieval,2
1103,10254,METransformer: Radiology Report Generation by Transformer with Multiple Learnable Expert Tokens,2
1099,841,Bidirectional Copy-Paste for Semi-Supervised Medical Image Segmentation,2
1095,9177,Bridging Precision and Confidence: A Train-Time Loss for Calibrating Object Detection,2
1907,6751,MHPL: Minimum Happy Points Learning for Active Source Free Domain Adaptation,2
1078,4878,Dynamic Focus-aware Positional Queries for Semantic Segmentation,2
1918,5208,Rebalancing Batch Normalization for Exemplar-based Class-Incremental Learning,2
1067,2759,Object-Aware Distillation Pyramid for Open-Vocabulary Object Detection,2
1058,8269,Improving Zero-shot Generalization and Robustness of Multi-modal Models,2
1042,575,LOCATE: Localize and Transfer Object Parts for Weakly Supervised Affordance Grounding,2
1935,7559,Masked Images Are Counterfactual Samples for Robust Fine-tuning,2
1019,635,NewsNet: A Novel Dataset for Hierarchical Temporal Segmentation,2
1939,6724,TeSLA: Test-Time Self-Learning With Automatic Adversarial Augmentation,2
1005,464,MDQE: Mining Discriminative Query Embeddings to Segment Occluded Instances on Challenging Videos,2
996,9960,Probabilistic Debiasing of Scene Graphs,2
995,8244,ViTs for SITS: Vision Transformers for Satellite Image Time Series,2
1135,5111,Real-Time Evaluation in Online Continual Learning: A New Hope,2
1168,5285,Backdoor Defense via Deconfounded Representation Learning,2
1301,4720,Bridging Search Region Interaction with Template for RGB-T Tracking,2
1873,2255,Supervised Masked Knowledge Distillation for Few-Shot Transformers,2
1293,6224,ISBNet: a 3D Point Cloud Instance Segmentation Network with Instance-aware Sampling and Box-aware Dynamic Convolution,2
1291,4795,IterativePFN: True Iterative Point Cloud Filtering,2
1286,922,PVT-SSD: Single-Stage 3D Object Detector with Point-Voxel Transformer,2
1282,6382,Adaptive Sparse Convolutional Networks with Global Context Enhancement for Faster Object Detection on Drone Images,2
1272,9500,Towards Domain Generalization for Multi-view 3D Object Detection in Bird-Eye-View,2
1831,4120,Shepherding Slots to Objects: Towards Stable and Robust Object-Centric Learning,2
860,8316,BKinD-3D: Self-Supervised 3D Keypoint Discovery from Multi-View Videos,2
1248,6857,ObjectMatch: Robust Registration using Canonical Object Correspondences,2
1240,5180,AssemblyHands: Towards Egocentric Activity Understanding via 3D Hand Pose Estimation,2
1228,4632,High-fidelity 3D Human Digitization from Single 2K Resolution Images,2
1221,1037,Reconstructing Signing Avatars From Video Using Linguistic Priors,2
1219,2110,MEGANE: Morphable Eyeglass and Avatar Network,2
1216,3995,DiffusionRig: Learning Personalized Priors for Facial Appearance Editing,2
1855,4521,Zero-shot Referring Image Segmentation with Global-Local Context Features,2
1857,2103,Meta Compositional Referring Expression Segmentation,2
1203,6820,PET-NeuS: Positional Encoding Tri-planes for Neural Surfaces,2
1867,8081,Conflict-Based Cross-View Consistency for Semi-Supervised Semantic Segmentation,2
1868,5693,Learning Multi-Modal Class-Specific Tokens for Weakly Supervised Dense Object Localization,2
1184,8412,DyLiN: Making Light Field Networks Dynamic,2
1183,4944,DP-NeRF: Deblurred Neural Radiance Field with Physical Scene Priors,2
1870,8752,DualRel: Semi-Supervised Mitochondria Segmentation from A Prototype Perspective,2
1871,2019,Distilling Self-Supervised Vision Transformers for Weakly-Supervised Few-Shot Classification & Segmentation,2
1175,12113,Demystifying Causal Features on Adversarial Examples and Causal Inoculation for Robust Network by Adversarial Instrumental Variable Regression,2
1256,970,HelixSurf: A Robust and Efficient Neural Implicit Surface Learning of Indoor Scenes with Iterative Intertwined Regularization,2
829,5880,Music-Driven Group Choreography,2
1660,10955,OmniCity: Omnipotent City Understanding with Multi-level and Multi-view Images,2
250,8531,Improving Commonsense in Vision-Language Models via Knowledge Graph Riddles,2
447,9808,GANmouflage: 3D Object Nondetection with Texture Fields,2
2269,4166,DA-DETR: Domain Adaptive Detection Transformer with Information Fusion,2
221,7523,QPGesture: Quantization-Based and Phase-Guided Motion Matching for Natural Speech-Driven Gesture Generation,2
229,5325,LOGO: A Long-Form Video Dataset for Group Action Quality Assessment,2
233,825,You Can Ground Earlier than See: An Effective and Efficient Pipeline for Temporal Sentence Grounding in Compressed Videos,2
2262,5428,Active Finetuning: Exploiting Annotation Budget in the Pretraining-Finetuning Paradigm,2
2260,473,Long-Tailed Visual Recognition via Self-Heterogeneous Integration with Knowledge Excavation,2
245,5312,KERM: Knowledge Enhanced Reasoning for Vision-and-Language Navigation,2
247,3020,Efficient Multimodal Fusion via Interactive Prompting,2
248,2279,NS3D: Neuro-Symbolic Grounding of 3D Objects and Relations,2
633,10336,Affection: Learning Affective Explanations for Real-World Visual Data,2
121,7184,Both Style and Distortion Matter: Dual-Path Unsupervised Domain Adaptation for Panoramic Semantic Segmentation,2
254,5299,RefCLIP: A Universal Teacher for Weakly Supervised Referring Expression Comprehension,2
632,7274,Decoupled Multimodal Distilling for Emotion Recognition,2
625,2513,Revisiting Temporal Modeling for CLIP-based Image-to-Video Knowledge Transferring,2
2255,3174,Hierarchical Dense Correlation Distillation for Few-Shot Segmentation,2
2253,360,Ultra-High Resolution Segmentation with Ultra-Rich Context: A Novel Benchmark,2
2108,133,FLAG3D: A 3D Fitness Activity Dataset with Language Instruction,2
612,5862,Learning Audio-Visual Source Localization via False Negative Aware Contrastive Learning,2
610,10057,Relational Space-Time Query in Long-Form Videos,2
609,7076,Selective Structured State-Spaces for Long-Form Video Understanding,2
607,5153,Feature Aggregated Queries for Transformer-based Video Object Detectors,2
207,7732,Graph Transformer GANs for Graph-Constrained House Generation,2
656,5316,Parts2Words: Learning Joint Embedding of Point Clouds and Texts by Bidirectional Matching between Parts and Words,2
658,2025,Detecting and Grounding Multi-Modal Media Manipulation,2
2090,496,Iterative Geometry Encoding Volume for Stereo Matching,2
129,8017,TBP-Former: Learning Temporal Bird's-Eye-View Pyramid for Joint Perception and Prediction in Vision-Centric Autonomous Driving,2
2057,6678,CAPE: Camera View Position Embedding for Multi-View 3D Object Detection,2
741,7156,Boundary Unlearning: Rapid Forgetting of Deep Networks via Shifting the Decision Boundary,2
134,11877,Lookahead Diffusion Probabilistic Models for Refining Mean Estimation,2
139,5478,Good is Bad: Causality Inspired Cloth-debiasing for Cloth-changing Person Re-identification,2
736,7185,NAR-Former: Neural Architecture Representation Learning towards Holistic Attributes Prediction,2
153,1283,Adaptive Patch Deformation for Textureless-Resilient Multi-View Stereo,2
2066,3036,Optimal Transport Minimization: Crowd Localization on Density Maps for Semi-Supervised Counting,2
2294,6665,Improving Selective Visual Question Answering by Learning from Your Peers,2
2292,2150,Token Boosting for Robust Self-Supervised Visual Transformer Pre-training,2
714,602,Teaching Matters: Investigating the Role of Supervision in Vision Transformers,2
170,8197,CiaoSR: Continuous Implicit Attention-in-Attention Network for Arbitrary-Scale Image Super-Resolution,2
2287,9796,On the Effects of Self-supervision and Contrastive Alignment in Deep Multi-view Clustering,2
2079,12076,PointConvFormer: Revenge of the Point-Based Convolution,2
176,1683,CF-Font: Content Fusion for Few-shot Font Generation,2
184,5507,Unifying Layout Generation with a Decoupled Diffusion Model,2
186,10299,Towards Practical Plug-and-Play Diffusion Models,2
685,6964,Rethinking the Correlation in Few-Shot Segmentation: A Buoys View,2
684,9917,Reliability in Semantic Segmentation: Are We on the Right Track?,2
2279,2427,SQUID: Deep Feature In-Painting for Unsupervised Anomaly Detection,2
661,8050,Cross-Domain Image Captioning with Discriminative Finetuning,2
287,5604,Unsupervised Continual Semantic Adaptation through Neural Rendering,2
2234,6692,Improving Cross-Modal Retrieval with Set of Diverse Embeddings,2
318,11917,Multiple Instance Learning via Iterative Self-Paced Supervised Contrastive Learning,2
381,3685,Backdoor Defense via Adaptively Splitting Poisoned Dataset,2
513,4407,Deep Graph-based Spatial Consistency for Robust Non-rigid Point Cloud Registration,2
391,10390,Improving Robustness of Vision Transformers by Reducing Sensitivity to Patch Corruptions,2
401,10496,Temporal Interpolation Is All You Need for Dynamic Neural Radiance Fields,2
2156,1587,Large-capacity and Flexible Video Steganography via Invertible Neural Network,2
505,3902,Binarizing Sparse Convolutional Networks for Efficient Point Cloud Analysis,2
2159,5898,Structured Sparsity Learning for Efficient Video Super-Resolution,2
498,7701,RangeViT: Towards Vision Transformers for 3D Semantic Segmentation in Autonomous Driving,2
491,4643,OcTr: Octree-based Transformer for 3D Object Detection,2
418,5930,"Shape, Pose, and Appearance from a Single Image via Bootstrapped Radiance Field Inversion",2
2185,1141,Egocentric Audio-Visual Object Localization,2
2164,1467,Vision Transformer with Super Token Sampling,2
479,6722,Accelerated Coordinate Encoding: Learning to Relocalize in Minutes using RGB and Poses,2
428,9580,Canonical Fields: Self-Supervised Learning of Pose-Canonicalized Neural Fields,2
476,3326,Generating Aligned Pseudo-Supervision from Non-Aligned Data for Image Restoration in Under-Display Camera,2
432,1805,High-fidelity Facial Avatar Reconstruction from Monocular Video with Generative Priors,2
464,3772,Common Pets in 3D: Dynamic New-View Synthesis of Real-Life Deformable Categories,2
438,2233,TryOnDiffusion: A Tale of Two UNets,2
2182,2472,Unifying Short and Long-Term Tracking with Graph Hierarchies,2
459,2307,Shape-Constraint Recurrent Flow for 6D Object Pose Estimation,2
2175,11960,Unbiased Scene Graph Generation in Videos,2
454,4674,HuManiFlow: Ancestor-Conditioned Normalising Flows on SO(3) Manifolds for Human Pose and Shape Distribution Estimation,2
514,4808,Efficient RGB-T Tracking via Cross-Modality Distillation,2
534,6580,High-Fidelity and Freely Controllable Talking Head Video Generation,2
2227,9052,"Zero-Shot Everything Sketch-Based Image Retrieval, and in Explainable Style",2
376,4071,Federated Domain Generalization with Generalization Adjustment,2
2225,689,SketchXAI: A First Look at Explainability for Human Sketches,2
591,7489,Making Vision Transformers Efficient from A Token Sparsification View,2
585,2941,Towards Scalable Neural Representation for Diverse Videos,2
2220,3731,CLAMP: Prompt-based Contrastive Learning for Connecting Language and Animal Pose,2
2123,8711,Residual Degradation Learning Unfolding Framework with Mixing Priors across Spectral and Spatial for Compressive Spectral Imaging,2
570,12597,Disentangling Writer and Character Styles for Handwriting Generation,2
2216,3856,LASP: Text-to-Text Optimization for Language-Aware Soft Prompting of Vision & Language Models,2
567,692,QuantArt: Quantizing Image Style Transfer Towards High Visual Fidelity,2
565,8236,Semi-supervised Parametric Real-world Image Harmonization,2
564,10770,PCT-Net: Full Resolution Image Harmonization Using Pixel-Wise Color Transformations,2
555,8136,Ingredient-oriented Multi-Degradation Learning for Image Restoration,2
352,10609,GradMA: A Gradient-Memory-based Accelerated Federated Learning with Alleviated Catastrophic Forgetting,2
2134,285,Omni Aggregation Networks for Lightweight Image Super-Resolution,2
2209,938,Accelerating Vision-Language Pretraining with Free Language Modeling,2
355,2966,Generalizing Dataset Distillation via Deep Generative Prior,2
