,Submission,Title,Cited
824,824,Label Propagation with Weak Supervision,2
495,495,Interaction-Based Disentanglement of Entities for Object-Centric World Models,2
2659,2659,Few-shot Cross-domain Image Generation via Inference-time Latent-code Learning,2
4729,4729,CompletionFormer: Depth Completion with Convolutions and Vision Transformers,2
4147,4147,Active Learning in Bayesian Neural Networks with Balanced Entropy Learning Principle,2
839,839,Learning to reason with relational abstractions,2
842,842,Less is More: Task-aware Layer-wise Distillation for Language Model Compression,2
3001,3001,Video Scene Graph Generation from Single-Frame Weak Supervision,2
3769,3769,GoBigger: A Scalable Platform for Cooperative-Competitive Multi-Agent Interactive Simulation,2
3324,3324,PATCH-MIX TRANSFORMER FOR UNSUPERVISED DOMAIN ADAPTATION: A GAME PERSPECTIVE,2
1466,1466,Edge Guided GANs with Contrastive Learning for Semantic Image Synthesis,2
2649,2649,"Generalization Bounds for Federated Learning: Fast Rates, Unparticipating Clients and Unbounded Losses",2
849,849,Learning to Improve Code Efficiency,2
2995,2995,New Insights for the Stability-Plasticity Dilemma in Online Continual Learning,2
480,480,Towards Out-of-Distribution Adversarial Robustness,2
1455,1455,Analyzing diffusion as serial reproduction,2
1812,1812,Prototypical Context-aware Dynamics Generalization for High-dimensional Model-based Reinforcement Learning,2
4140,4140,Approximate Vanishing Ideal Computations at Scale,2
2163,2163,Graph Signal Sampling for Inductive One-Bit Matrix Completion: a Closed-form Solution,2
3000,3000,Searching Lottery Tickets in Graph Neural Networks: A Dual Perspective,2
3973,3973,Proactive Multi-Camera Collaboration for 3D Human Pose Estimation,2
820,820,FunkNN: Neural Interpolation for Functional Generation,2
3421,3421,CUDA: Curriculum of Data Augmentation for Long-tailed Recognition,2
3974,3974,OpenFE: Automated Feature Generation beyond Expert-level Performance,2
3640,3640,DIMENSION-REDUCED ADAPTIVE GRADIENT METHOD,2
724,724,Efficiently Controlling Multiple Risks with Pareto Testing,2
1852,1852,Quantized Compressed Sensing with Score-Based Generative Models,2
4122,4122,Sensitivity-aware Visual Parameter-efficient Tuning,2
4157,4157,A deep top-down approach to hierarchically coherent probabilistic forecasting,2
810,810,Improving Subgraph Representation Learning via Multi-View Augmentation,2
4155,4155,S^2-Transformer for Mask-Aware Hyperspectral Image Reconstruction,2
4582,4582,Interpretable Out-of-Distribution Detection using Pattern Identification,2
812,812,"System identification of neural systems: If we got it right, would we know?",2
3984,3984,Entity Divider with Language Grounding in Multi-Agent Reinforcement Learning,2
3332,3332,GeONet: a neural operator for learning the Wasserstein geodesic,2
106,106,Online Bias Correction for Task-Free Continual Learning,2
1500,1500,Prompt-Based Metric Learning for Few-Shot NER,2
814,814,Is Forgetting Less a Good Inductive Bias for Forward Transfer?,2
3563,3563,Efficient Federated Domain Translation,2
3983,3983,Human MotionFormer: Transferring Human Motions with Vision Transformers,2
1790,1790,CCIL: Context-conditioned imitation learning for urban driving,2
4721,4721,SOM-CPC: Unsupervised Contrastive Learning with Self-Organizing Maps for Structured Representations of High-Rate Time Series,2
818,818,Balance is Essence: Accelerating Sparse Training via Adaptive Gradient Correction,2
3423,3423,Neighborhood Gradient Clustering: An Efficient Decentralized Learning Method for Non-IID Data Distributions,2
3464,3464,Predictor-corrector algorithms for stochastic optimization under gradual distribution shift,2
3414,3414,Efficient Reward Poisoning Attacks on Online Deep Reinforcement Learning,2
4023,4023,Multi-domain image generation and translation with identifiability guarantees,2
1755,1755,Out-of-Domain Intent Detection Considering Multi-turn Dialogue Contexts,2
1944,1944,Local Distance Preserving Auto-encoders using Continuous k-Nearest Neighbours Graphs,2
4073,4073,Data-Free One-Shot Federated Learning Under Very High Statistical Heterogeneity,2
1947,1947,Squeeze Training for Adversarial Robustness,2
3598,3598,An Exact Poly-Time Membership-Queries Algorithm for Extracting a Three-Layer ReLU Network,2
3675,3675,Efficient Policy Space Response Oracles,2
1733,1733,"A law of adversarial risk, interpolation, and label noise",2
4939,4939,The Augmented Image Prior: Distilling 1000 Classes by Extrapolating from a Single Image,2
425,425,Knowledge-Grounded Reinforcement Learning,2
1668,1668,Value Memory Graph: A Graph-Structured World Model for Offline Reinforcement Learning,2
4066,4066,Spatial Attention Kinetic Networks with E(n)-Equivariance,2
2849,2849,Label-Efficient Online Continual Object Detection in Streaming Video,2
2845,2845,Towards Open Temporal Graph Neural Networks,2
1962,1962,Max-Margin Works while Large Margin Fails: Generalization without Uniform Convergence,2
2843,2843,Multi-View Independent Component Analysis with Shared and Individual Sources,2
26,26,Social Network Structure Shapes Innovation: Experience-sharing in RL with SAPIENS,2
1659,1659,Emergent collective intelligence from massive-agent cooperation and competition,2
2840,2840,Randomized Adversarial Style Perturbations for Domain Generalization,2
3412,3412,Markup-to-Image Diffusion Models with Scheduled Sampling,2
4218,4218,Dimensionality-Varying Diffusion Process,2
452,452,Similarity-Based Cooperation,2
3064,3064,What's Behind the Mask: Estimating Uncertainty in Image-to-Image Problems,2
2830,2830,Fast and Precise: Adjusting Planning Horizon with Adaptive Subgoal Search,2
601,601,A Control-Centric Benchmark for Video Prediction,2
550,550,HesScale: Scalable Computation of Hessian Diagonals,2
3381,3381,FixEval: Execution-based Evaluation of Program Fixes for Competitive Programming Problems,2
2919,2919,Exploiting Certified Defences to Attack Randomised Smoothing,2
4689,4689,Label Distribution Learning via Implicit Distribution Representation,2
3405,3405,Find Your Friends: Personalized Federated Learning with the Right Collaborators,2
1718,1718,Learnable Graph Convolutional Attention Networks,2
32,32,Learning Uncertainty for Unknown Domains with Zero-Target-Assumption,2
443,443,Automatic Data Augmentation via Invariance-Constrained Learning,2
1919,1919,Rank-1 Matrix Completion with Gradient Descent and Small Random Initialization,2
1909,1909,Augmentative Topology Agents For Open-Ended Learning,2
4193,4193,Learning Sparse and Low-Rank Priors for Image Recovery via Iterative Reweighted Least Squares Minimization,2
3601,3601,miCSE: Mutual Information Contrastive Learning for Low-shot Sentence Embeddings,2
574,574,Discrete Predictor-Corrector Diffusion Models for Image Synthesis,2
442,442,Excess Risk of Two-Layer ReLU Neural Networks in Teacher-Student Settings and its Superiority to Kernel Methods,2
3034,3034,Are More Layers Beneficial to Graph Transformers?,2
2916,2916,TOAST: Topological Algorithm for Singularity Tracking,2
582,582,ConserWeightive Behavioral Cloning for Reliable Offline Reinforcement Learning,2
39,39,Transformer-based model for symbolic regression via joint supervised learning,2
2918,2918,Disentangling Writer and Character Styles for Handwriting Generation,2
1698,1698,Statistical Theory of Differentially Private Marginal-based Data Synthesis Algorithms,2
1696,1696,Confidential-PROFITT: Confidential PROof of FaIr Training of Trees,2
3036,3036,Simplicial Hopfield networks,2
4200,4200,Random Weight Factorization improves the training of Continuous Neural Representations,2
4076,4076,Initial Value Problem Enhanced Sampling for Closed-Loop Optimal Control Design with Deep Neural Networks,2
4182,4182,Controllable Image Generation via Collage Representations,2
414,414,Rewarding Episodic Visitation Discrepancy for Exploration in Reinforcement Learning,2
1578,1578,TANGOS: Regularizing Tabular Neural Networks through Gradient Orthogonalization and Specialization,2
4035,4035,On the Universal Approximation Property of Deep Fully Convolutional Neural Networks,2
3711,3711,Does Federated Learning Really Need Backpropagation?,2
2786,2786,Learning Adversarial Linear Mixture Markov Decision Processes with Bandit Feedback and Unknown Transition,2
2785,2785,Enhanced Temporal Knowledge Embeddings with Contextualized Language Representations,2
394,394,Robust Algorithms on Adaptive Inputs from Bounded Adversaries,2
4626,4626,SELF-SUPERVISED PRETRAINING FOR DIFFERENTIALLY PRIVATE LEARNING,2
2779,2779,Approximation and non-parametric estimation of functions over high-dimensional spheres via deep ReLU networks,2
3439,3439,Data Poisoning Attacks Against Multimodal Encoders,2
2774,2774,FV-MgNet: Fully Connected V-cycle MgNet for Interpretable Time Series Forecasting,2
1593,1593,Fundamental Limits in Formal Verification of Message-Passing Neural Networks,2
1592,1592,Energy Consumption-Aware Tabular Benchmarks for Neural Architecture Search,2
1746,1746,Neural Image Compression with a Diffusion-based Decoder,2
1895,1895,On the Robustness of Randomized Ensembles to Adversarial Perturbations,2
2767,2767,Deep Transformers without Shortcuts: Modifying Self-attention for Faithful Signal Propagation,2
707,707,BC-IRL: Learning Generalizable Reward Functions from Demonstrations,2
708,708,TextGrad: Advancing Robustness Evaluation in NLP by Gradient-Driven Optimization,2
3606,3606,SketchKnitter: Vectorized Sketch Generation with Diffusion Models,2
528,528,Steerable Equivariant Representation Learning,2
1750,1750,Active Learning for Object Detection with Evidential Deep Learning and Hierarchical Uncertainty Aggregation,2
2940,2940,Massively Scaling Heteroscedastic Classifiers,2
526,526,Guiding Energy-based Models via Contrastive Latent Variables,2
1754,1754,The Implicit Bias of Minima Stability in Multivariate Shallow ReLU Networks,2
1606,1606,Understanding Neural Coding on Latent Manifolds by Sharing Features and Dividing Ensembles,2
1609,1609,Accuracy Boosters: Epoch-Driven Mixed-Mantissa Block Floating-Point for DNN Training,2
646,646,Supervision Complexity and its Role in Knowledge Distillation,2
401,401,Learning Globally Smooth Functions on Manifolds,2
535,535,Learning Latent Structural Causal Models,2
3380,3380,Near-optimal Policy Identification in Active Reinforcement Learning,2
4054,4054,"Learning to acquire novel cognitive tasks with evolution, plasticity and meta-meta-learning",2
2826,2826,Polite Teacher: Semi-Supervised Instance Segmentation with Mutual Learning and Pseudo-Label Thresholding,2
533,533,Avoiding spurious correlations via logit correction,2
4228,4228,"Priors, Hierarchy, and Information Asymmetry for Skill Transfer in Reinforcement Learning",2
654,654,Random Laplacian Features for Learning with Hyperbolic Space,2
4229,4229,Self-Supervised Set Representation Learning for Unsupervised Meta-Learning,2
2639,2639,Multiple Modes for Continual Learning,2
4180,4180,Smart Multi-tenant Federated Learning,2
2815,2815,CLIP-ViP: Adapting Pre-trained Image-Text Model to Video-Language Alignment,2
4179,4179,MixMask: Revisiting Masked Siamese Self-supervised Learning in Asymmetric Distance,2
4637,4637,Prompt-driven efficient Open-set Semi-supervised Learning,2
532,532,Learning to perceive objects by prediction,2
673,673,Transformers Implement First-Order Logic with Majority Quantifiers,2
407,407,Scale-invariant Bayesian Neural Networks with Connectivity Tangent Kernel,2
3584,3584,CorruptEncoder: Data Poisoning Based Backdoor Attacks to Contrastive Learning,2
3582,3582,TabCaps: A Capsule Neural Network for Tabular Data Classification with BoW Routing,2
4926,4926,Diversify and Disambiguate: Out-of-Distribution Robustness via Disagreement,2
4097,4097,Everybody Needs Good Neighbours: An Unsupervised Locality-based Method for Bias Mitigation,2
681,681,Label-Free Synthetic Pretraining of Object Detectors,2
122,122,Learning a Data-Driven Policy Network for Pre-Training Automated Feature Engineering,2
2414,2414,Agnostic Learning of General ReLU Activation Using Gradient Descent,2
2282,2282,Skill-Based Reinforcement Learning with Intrinsic Reward Matching,2
1353,1353,Closed-loop Transcription via Convolutional Sparse Coding,2
1083,1083,REM: Routing Entropy Minimization for Capsule Networks,2
273,273,Safe Reinforcement Learning From Pixels Using a Stochastic Latent Representation,2
4525,4525,Deep reinforced active learning for multi-class image classification,2
4523,4523,Federated Learning in Non-IID Settings Aided by Differentially Private Synthetic Data,2
1348,1348,Pareto Manifold Learning: Tackling multiple tasks via ensembles of single-task models,2
217,217,One-Step Estimator for Permuted Sparse Recovery,2
3174,3174,Gromov-Wasserstein Autoencoders,2
2353,2353,Undersampling is a Minimax Optimal Robustness Intervention in Nonparametric Classification,2
3828,3828,Cross-modal Graph Contrastive Learning with Cellular Images,2
2257,2257,Deep Bayesian Active Learning for Accelerating Stochastic Simulation,2
1340,1340,Removing Structured Noise with Diffusion Models,2
965,965,Function-space regularized Rényi divergences,2
969,969,Depth Separation with Multilayer Mean-Field Networks,2
2260,2260,Goal-Space Planning with Subgoal Models,2
2351,2351,Lipschitz regularized gradient flows and latent generative particles,2
210,210,Learning in temporally structured environments,2
978,978,Integrating Symmetry into Differentiable Planning with Steerable Convolutions,2
3919,3919,RbX: Region-based explanations of prediction models,2
2479,2479,Characterizing the spectrum of the NTK via a power series expansion,2
1116,1116,Differentially Private Adaptive Optimization with Delayed Preconditioners,2
2471,2471,AUGMENTING ZERO-SHOT DENSE RETRIEVERS WITH PLUG-IN MIXTURE-OF-MEMORIES,2
2229,2229,On Accelerated Perceptrons and Beyond,2
2582,2582,How does overparametrization affect performance on minority groups?,2
2230,2230,DITTO: Offline Imitation Learning with World Models,2
1198,1198,"Flatter, Faster: Scaling Momentum for Optimal Speedup of SGD",2
3927,3927,Improving Molecular Pretraining with Complementary Featurizations,2
2581,2581,REAP: A Large-Scale Realistic Adversarial Patch Benchmark,2
933,933,Adversarial Imitation Learning with Preferences,2
1368,1368,Provably Efficient Neural Offline Reinforcement Learning via Perturbed Rewards,2
4874,4874,Optimizing Server-side Aggregation For Robust Federated Learning via Subspace Training,2
1366,1366,Temporal Disentanglement of Representations for Improved Generalisation in Reinforcement Learning,2
937,937,Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,2
2458,2458,Tier Balancing: Towards Dynamic Fairness over Underlying Causal Factors,2
1098,1098,Emergence of shared sensory-motor graphical language from visual input,2
944,944,Synthetic Data Generation of Many-to-Many Datasets via Random Graph Generation,2
3875,3875,When Do Models Generalize? A Perspective From Data-Algorithm Compatibility,2
4422,4422,TempCLR: Temporal Alignment Representation with Contrastive Learning,2
4471,4471,Rethinking the Effect of Data Augmentation in Adversarial Contrastive Learning,2
982,982,Synergies Between Disentanglement and Sparsity: a Multi-Task Learning Perspective,2
3277,3277,Distributionally Robust Recourse Action,2
984,984,Causal Reasoning in the Presence of Latent Confounders via Neural ADMG Learning,2
3804,3804,Provable Sim-to-real Transfer in Continuous Domain with Partial Observations,2
301,301,On Pre-training Language Model for Antibody,2
2288,2288,Provably Auditing Ordinary Least Squares in Low Dimensions,2
2290,2290,Live in the Moment: Learning Dynamics Model Adapted to Evolving Policy,2
2295,2295,Direct Embedding of Temporal Network Edges via Time-Decayed Line Graphs,2
1015,1015,Grounding Graph Network Simulators using Physical Sensor Observations,2
2300,2300,Meta Temporal Point Processes,2
1261,1261,AlphaFold Distillation for Improved Inverse Protein Folding,2
2522,2522,Semantic Image Manipulation with Background-guided Internal Learning,2
1022,1022,Spatio-temporal point processes with deep non-stationary kernels,2
4496,4496,A prototype-oriented clustering for domain shift with source privacy,2
4494,4494,Multiple Instance Learning via Iterative Self-Paced Supervised Contrastive Learning,2
1049,1049,Explicitly Minimizing the Blur Error of Variational Autoencoders,2
3824,3824,Analyzing the Latent Space of GAN through Local Dimension Estimation,2
3898,3898,Guiding continuous operator learning through Physics-based boundary constraints,2
3539,3539,Learning Human-Compatible Representations for Case-Based Decision Support,2
1274,1274,Fine-grain Inference on Out-of-Distribution Data with Hierarchical Classification,2
190,190,Multi-Agent Reinforcement Learning with Shared Resources for Inventory Management,2
2532,2532,Taming the Long Tail of Deep Probabilistic Forecasting,2
286,286,Sparse Distributed Memory is a Continual Learner,2
3825,3825,MAFormer: A Transformer Network with Multi-scale Attention Fusion for Visual Recognition,2
3270,3270,AutoFHE: Automated Adaption of CNNs for Efficient Evaluation over FHE,2
306,306,"Seeing Differently, Acting Similarly: Heterogeneously Observable Imitation Learning",2
1319,1319,Burstormer: Burst Image Restoration and Enhancement Transformer,2
3169,3169,Toward Adversarial Training on Contextualized Language Representation,2
4504,4504,Effective Self-supervised Pre-training on Low-compute networks without Distillation,2
4854,4854,Trainability Preserving Neural Pruning,2
1003,1003,Personalized Reward Learning with Interaction-Grounded Learning (IGL),2
197,197,Evolving Populations of Diverse RL Agents with MAP-Elites,2
2333,2333,Weighted Ensemble Self-Supervised Learning,2
4399,4399,Low-Rank Winograd Transformation for 3D Convolutional Neural Networks,2
1309,1309,Learning to Unlearn: Instance-wise Unlearning for Pre-trained Classifiers,2
4375,4375,Provably Efficient Risk-Sensitive Reinforcement Learning: Iterated CVaR and Worst Path,2
2279,2279,Distributional Signals for Node Classification in Graph Neural Networks,2
4862,4862,"Neural Shape Compiler: A Unified Framework for Transforming between Text, Point Cloud, and Program",2
3165,3165,Treeformer: Dense Gradient Trees for Efficient Attention Computation,2
2491,2491,Learning to Segment from Noisy Annotations: A Spatial Correction Approach,2
2492,2492,PointConvFormer: Revenge of the Point-Based Convolution,2
3190,3190,Learning an Invertible Output Mapping Can Mitigate Simplicity Bias in Neural Networks,2
3835,3835,A Laplace-inspired Distribution on SO(3) for Probabilistic Rotation Estimation,2
3822,3822,Basic Binary Convolution Unit for Binarized Image Restoration Network,2
3301,3301,Causal Knowledge Transfer from Task Affinity,2
2604,2604,Learning to CROSS exchange to solve min-max vehicle routing problems,2
3556,3556,Iterative Patch Selection for High-Resolution Image Recognition,2
2205,2205,Temporally Consistent Video Transformer for Long-Term Video Prediction,2
4786,4786,Function-Consistent Feature Distillation,2
2600,2600,Active Image Indexing,2
2405,2405,Learning Multimodal Data Augmentation in Feature Space,2
3782,3782,Provably Learning Diverse Features in Multi-View Data with Midpoint Mixup,2
2389,2389,FOCUS: Fairness via Agent-Awareness for Federated Learning on Heterogeneous Data,2
2398,2398,Variational Latent Branching Model for Off-Policy Evaluation,2
3518,3518,Monotonicity and Double Descent in Uncertainty Estimation with Gaussian Processes,2
2209,2209,Federated Nearest Neighbor Machine Translation,2
2210,2210,Latent Variable Representation for Reinforcement Learning,2
4826,4826,Is Self-Supervised Contrastive Learning More Robust Than Supervised Learning?,2
1437,1437,RoCourseNet: Distributionally Robust Training of a Prediction Aware Recourse Model,2
4320,4320,Deep Ranking Ensembles for Hyperparameter Optimization,2
330,330,Can Agents Run Relay Race with Strangers? Generalization of RL to Out-of-Distribution Trajectories,2
4322,4322,Robustness to corruption in pre-trained Bayesian neural networks,2
3861,3861,FAIRER: Fairness as Decision Rationale Alignment,2
2608,2608,LilNetX: Lightweight Networks with EXtreme Model Compression and Structured Sparsification,2
3124,3124,Recon: Reducing Conflicting Gradients From the Root For Multi-Task Learning,2
4552,4552,Interactive Portrait Harmonization,2
3295,3295,How Does Adaptive Optimization Impact Local Neural Network Geometry?,2
1419,1419,Energy-Based Test Sample Adaptation for Domain Generalization,2
3125,3125,OCD: Learning to Overfit with Conditional Diffusion Models,2
1132,1132,Investigating Multi-task Pretraining and Generalization in Reinforcement Learning,2
4832,4832,Cross-Level Distillation and Feature Denoising for Cross-Domain Few-Shot Classification,2
1138,1138,Can We Find Nash Equilibria at a Linear Rate in Markov Games?,2
3201,3201,Generalizing and Decoupling Neural Collapse via Hyperspherical Uniformity Gap,2
335,335,Substructure-Atom Cross Attention for Molecular Representation Learning,2
1422,1422,Revisiting adapters with adversarial training,2
130,130,Decision S4: Efficient Sequence-Based RL via State Spaces Layers,2
2592,2592,Asymmetric Certified Robustness via Feature-Convex Neural Networks,2
1141,1141,Revisiting Robustness in Graph Machine Learning,2
2172,2172,Annealed Training for Combinatorial Optimization on Graphs,2
247,247,MA-BERT: Towards Matrix Arithmetic-only BERT Inference by Eliminating Complex Non-linear Functions,2
920,920,Conservative Bayesian Model-Based Value Expansion for Offline Policy Optimization,2
2416,2416,CURE: A Pre-training Framework on Large-scale Patient Data for Treatment Effect Estimation,2
870,870,Improving Accuracy and Explainability of Online Handwriting Recognition,2
246,246,Improving Differentiable Neural Architecture Search by Encouraging Transferability,2
1126,1126,Causally Constrained Data Synthesis For Private Data Release,2
919,919,"Graph schemas as abstractions for transfer learning, inference, and planning",2
1125,1125,A Deep Dive into Dataset Imbalance and Bias in Face Identification,2
918,918,Motif-based Graph Representation Learning with Application to Chemical Molecules,2
4795,4795,SegNeRF: 3D Part Segmentation with Neural Radiance Fields,2
2410,2410,Causal Imitation Learning via Inverse Reinforcement Learning,2
869,869,Using Both Demonstrations and Language Instructions to Efficiently Learn Robotic Tasks,2
3933,3933,Fusion of Global and Local Knowledge for Personalized Federated Learning,2
3964,3964,Sharper Rates and Flexible Framework for Nonconvex SGD with Client and Data Sampling,2
4338,4338,Similarity and Generalization: from Noise to Corruption,2
4339,4339,On Trace of PGD-Like Adversarial Attacks,2
1117,1117,Towards a Mathematics Formalisation Assistant using Large Language Models,2
875,875,A Neural PDE Solver with Temporal Stencil Modeling,2
3663,3663,"Contextual bandits with concave rewards, and an application to fair ranking",1
2332,2332,Neural Network Approximation of Lipschitz Functions in High Dimensions with Applications to Inverse Problems,1
3888,3888,Trainable Weight Averaging: Efficient Training by Optimizing Historical Solutions,1
3622,3622,Byzantine-robust Decentralized Learning via ClippedGossip,1
4132,4132,Bidirectional Propagation for Cross-Modal 3D Object Detection,1
2319,2319,Faster federated optimization under second-order similarity,1
2990,2990,Unfair geometries: exactly solvable data model with fairness implications,1
3167,3167,ODAM: Gradient-based Instance-Specific Visual Explanations for Object Detection,1
2875,2875,Does Deep Learning Learn to Abstract? A Systematic Probing Framework,1
2500,2500,Continuous-time identification of dynamic state-space models by deep subspace encoding,1
3621,3621,SYNC: SAFETY-AWARE NEURAL CONTROL FOR STABILIZING STOCHASTIC DELAY-DIFFERENTIAL EQUATIONS,1
3251,3251,Out-of-distribution Representation Learning for Time Series Classification,1
3248,3248,ILA-DA: Improving Transferability of Intermediate Level Attack with Data Augmentation,1
1945,1945,Clustering for directed graphs using parametrized random walk diffusion kernels,1
2996,2996,MixPro: Data Augmentation with MaskMix and Progressive Attention Labeling for Vision Transformer,1
3671,3671,COFS: COntrollable Furniture layout Synthesis,1
4083,4083,Adversarial Learned Fair Representations using Dampening and Stacking,1
3672,3672,Distribution Shift Detection for Deep Neural Networks,1
4079,4079,C3PO: Learning to Achieve Arbitrary Goals via Massively Entropic Pretraining,1
1918,1918,Confident Sinkhorn Allocation for Pseudo-Labeling,1
2890,2890,Schedule-Robust Online Continual Learning,1
3164,3164,RoPAWS: Robust Semi-supervised Representation Learning from Uncurated Data,1
2420,2420,"SlenderGNN: Accurate, Robust, and Interpretable GNN, and the Reasons for its Success",1
1939,1939,Graph Neural Networks for Aerodynamic Flow Reconstruction from Sparse Sensing,1
2897,2897,Accurate Bayesian Meta-Learning by Accurate Task Posterior Inference,1
2498,2498,Text Summarization with Oracle Expectation,1
2326,2326,Partial Label Unsupervised Domain Adaptation with Class-Prototype Alignment,1
2893,2893,Attention Enables Zero Approximation Error,1
1822,1822,Efficient recurrent architectures through activity sparsity and sparse back-propagation through time,1
3038,3038,Versatile Neural Processes for Learning Implicit Neural Representations,1
3667,3667,Gradient Boosting Performs Gaussian Process Inference,1
1823,1823,Quality-Similar Diversity via Population Based Reinforcement Learning,1
3395,3395,Knowledge-Driven New Drug Recommendation,1
2993,2993,RankCSE: Unsupervised Sentence Representations Learning via Learning to Rank,1
1867,1867,Not All Tasks Are Born Equal: Understanding Zero-Shot Generalization,1
2403,2403,Tuning Frequency Bias in Neural Network Training with Nonuniform Data,1
3014,3014,Efficient block contrastive learning via parameter-free meta-node approximation,1
2472,2472,Efficient Discrete Multi Marginal Optimal Transport Regularization,1
3221,3221,k-Median Clustering via Metric Embedding: Towards Better Initialization with Differential Privacy,1
1854,1854,Valid P-Value for Deep Learning-driven Salient Region,1
3897,3897,Learning Proximal Operators to Discover Multiple Optima,1
2464,2464,Invertible normalizing flow neural networks by JKO scheme,1
2460,2460,Neural Design for Genetic Perturbation Experiments,1
1890,1890,Solving Constrained Variational Inequalities via a First-order Interior Point-based Method,1
2961,2961,Faster Gradient-Free Methods for Escaping Saddle Points,1
3515,3515,Continual Unsupervised Disentangling of Self-Organizing Representations,1
3516,3516,Inducing Gaussian Process Networks,1
2372,2372,TILP: Differentiable Learning of Temporal Logical Rules on Knowledge Graphs,1
1879,1879,Similarity of Neural Architectures Based on Input Gradient Transferability,1
2905,2905,Delving into the Openness of CLIP,1
2945,2945,EA-HAS-Bench: Energy-aware Hyperparameter and Architecture Search Benchmark,1
1875,1875,GuardHFL: Privacy Guardian for Heterogeneous Federated Learning,1
3217,3217,Wav2Tok: Deep Sequence Tokenizer for Audio Retrieval,1
3871,3871,Rethink Depth Separation with Intra-layer Links,1
2377,2377,Open-Vocabulary Object Detection upon Frozen Vision and Language Models,1
3849,3849,Eva: Practical Second-order Optimization with Kronecker-vectorized Approximation,1
2954,2954,KnowDA: All-in-One Knowledge Mixture Model for Data Augmentation in Low-Resource NLP,1
3847,3847,Style Spectroscope: Improve Interpretability and Controllability through Fourier Analysis,1
2380,2380,Neural DAEs: Constrained neural networks,1
3645,3645,An Adaptive Entropy-Regularization Framework for Multi-Agent Reinforcement Learning,1
3527,3527,Trading Information between Latents in Hierarchical Variational Autoencoders,1
3635,3635,Group-level Brain Decoding with Deep Learning,1
2396,2396,PerFedMask: Personalized Federated Learning with Optimized Masking Vectors,1
1849,1849,CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,1
1,1,Quantifying and Mitigating the Impact of Label Errors on Model Disparity Metrics,1
3404,3404,Neural Embeddings for Text,1
4091,4091,ACAT: Adversarial Counterfactual Attention for Classification and Detection in Medical Imaging,1
2911,2911,oViT: An Accurate Second-Order Pruning Framework for Vision Transformers,1
3886,3886,Identifying Latent Causal Content for Multi-Source Domain Adaptation,1
2400,2400,Discretization Invariant Learning on Neural Fields,1
3538,3538,ISAAC Newton: Input-based Approximate Curvature for Newton's Method,1
2488,2488,Powderworld: A Platform for Understanding Generalization via Rich Task Distributions,1
3241,3241,Likelihood adjusted semidefinite programs for clustering heterogeneous data,1
2346,2346,A CMDP-within-online framework for Meta-Safe Reinforcement Learning,1
2914,2914,Unsupervised Manifold Alignment with Joint Multidimensional Scaling,1
2915,2915,Can Single-Pass Contrastive Learning Work for Both Homophilic and Heterophilic Graph?,1
3508,3508,Learning with MISELBO: The Mixture Cookbook,1
3422,3422,Understanding new tasks through the lens of training data via exponential tilting,1
3232,3232,AutoShot: A Short Video Dataset and State-of-the-Art Shot Boundary Detection,1
3002,3002,Planning With Uncertainty: Deep Exploration in Model-Based Reinforcement Learning,1
3213,3213,Breaking the Curse of Dimensionality in Multiagent State Space: A Unified Agent Permutation Framework,1
3827,3827,Quark: A Gradient-Free Quantum Learning Framework for Classification Tasks,1
3628,3628,Considering Layerwise Importance in the Lottery Ticket Hypothesis,1
3602,3602,Formal Conceptual Views in Neural Networks,1
4123,4123,Towards Robust Object Detection Invariant to Real-World Domain Shifts,1
2978,2978,Optimising Event-Driven Spiking Neural Network with Regularisation and Cutoff,1
3176,3176,OrthoReg: Improving Graph-regularized MLPs via Orthogonality Regularization,1
3229,3229,SWIFT: Rapid Decentralized Federated Learning via Wait-Free Model Communication,1
3237,3237,Adversarial Attacks on Adversarial Bandits,1
2633,2633,Hebbian and Gradient-based Plasticity Enables Robust Memory and Rapid Learning in RNNs,1
2857,2857,Hypernetwork approach to Bayesian MAML,1
3481,3481,Improving Information Retention in Large Scale Online Continual Learning,1
2226,2226,Confidence Estimation Using Unlabeled Data,1
2225,2225,Training image classifiers using Semi-Weak Label Data,1
2585,2585,PRANC: Pseudo RAndom Networks for Compacting deep models,1
2700,2700,FaiREE: fair classification with finite-sample and distribution-free guarantee,1
2088,2088,Limitations of Piecewise Linearity for Efficient Robustness Certification,1
3099,3099,Analyzing adversarial robustness of vision transformers against spatial and spectral attacks,1
2589,2589,Biological connectomes as a representation for the architecture of artificial neural networks,1
2709,2709,Observational Robustness and Invariances in Reinforcement Learning via Lexicographic Objectives,1
2590,2590,MSQ-BioBERT: Ambiguity Resolution to Enhance BioBERT Medical Question-Answering,1
2092,2092,Re-calibrating Feature Attributions for Model Interpretation,1
3337,3337,On the Complexity of Bayesian Generalization,1
2689,2689,Hard-Meta-Dataset++: Towards Understanding Few-Shot Performance on Difficult Tasks,1
2688,2688,Sharper Analysis of Sparsely Activated Wide Neural Networks with Trainable Biases,1
3995,3995,Backstepping Temporal Difference Learning,1
4005,4005,Teach me how to Interpolate a Myriad of Embeddings,1
2232,2232,On the Importance of Calibration in Semi-supervised Learning,1
3595,3595,Momentum Diminishes the Effect of Spectral Bias in Physics-Informed Neural Networks,1
